TABLE_NAME,COLUMN_NAME,DATA_TYPE,DATA_PRECISION,DATA_SCALE,HCAT_TYPE
ASMT_HIST,USERVAL2,NUMBER,NA,NA,bigint
ASMT_HIST,USERVAL3,NUMBER,NA,NA,bigint
ASMT_HIST,USERVAL4,NUMBER,NA,NA,bigint
ASMT_HIST,USERVAL5,NUMBER,NA,NA,bigint
ASMT_HIST,UDATE6,DATE,NA,NA,string
ASMT_HIST,UDATE7,DATE,NA,NA,string
ASMT_HIST,UDATE8,DATE,NA,NA,string
ASMT_HIST,UDATE9,DATE,NA,NA,string
ASMT_HIST,UDATE10,DATE,NA,NA,string
CNAME,JUR,VARCHAR2,NA,NA,string
CNAME,OWNNUM,VARCHAR2,NA,NA,string
CNAME,SEQ,NUMBER,3,0,bigint
CNAME,CUR,VARCHAR2,NA,NA,string
CNAME,WHO,VARCHAR2,NA,NA,string
CNAME,WEN,DATE,NA,NA,string
CNAME,NAME1,VARCHAR2,NA,NA,string
CNAME,NAME2,VARCHAR2,NA,NA,string
CNAME,ADDRTYPE,VARCHAR2,NA,NA,string
CNAME,ADRNO,NUMBER,10,0,bigint
CNAME,ADRGRID,VARCHAR2,NA,NA,string
CNAME,ADRADD,VARCHAR2,NA,NA,string
CNAME,ADRDIR,VARCHAR2,NA,NA,string
CNAME,ADRSTR,VARCHAR2,NA,NA,string
CNAME,ADRSUF,VARCHAR2,NA,NA,string
CNAME,ADRSUF2,VARCHAR2,NA,NA,string
CNAME,CITYNAME,VARCHAR2,NA,NA,string
CNAME,STATECODE,VARCHAR2,NA,NA,string
CNAME,COUNTRY,VARCHAR2,NA,NA,string
CNAME,POSTALCODE,VARCHAR2,NA,NA,string
CNAME,UNITDESC,VARCHAR2,NA,NA,string
CNAME,UNITNO,VARCHAR2,NA,NA,string
CNAME,ADDR1,VARCHAR2,NA,NA,string
CNAME,ADDR2,VARCHAR2,NA,NA,string
CNAME,ADDR3,VARCHAR2,NA,NA,string
CNAME,ZIP1,VARCHAR2,NA,NA,string
CNAME,ZIP2,VARCHAR2,NA,NA,string
CNAME,CARRIER_RT,VARCHAR2,NA,NA,string
CNAME,POSTAL_INDX,VARCHAR2,NA,NA,string
CNAME,PHONE,VARCHAR2,NA,NA,string
CNAME,NOTE1,VARCHAR2,NA,NA,string
CNAME,NOTE2,VARCHAR2,NA,NA,string
CNAME,DEACTIVAT,DATE,NA,NA,string
CNAME,IASW_ID,NUMBER,NA,NA,bigint
CNAME,TRANS_ID,NUMBER,10,0,bigint
CNAME,UPD_STATUS,VARCHAR2,NA,NA,string
CNAME,NOTE3,VARCHAR2,NA,NA,string
CNAME,NOTE4,VARCHAR2,NA,NA,string
CNAME,NOTE5,VARCHAR2,NA,NA,string
CNAME,NOTE6,VARCHAR2,NA,NA,string
CNAME,NOTE7,VARCHAR2,NA,NA,string
CNAME,NOTE8,VARCHAR2,NA,NA,string
CNAME,NOTE9,VARCHAR2,NA,NA,string
CNAME,NOTE10,VARCHAR2,NA,NA,string
CNAME,NOTE11,VARCHAR2,NA,NA,string
CNAME,NOTE12,VARCHAR2,NA,NA,string
CNAME,NOTE13,VARCHAR2,NA,NA,string
CNAME,NOTE14,VARCHAR2,NA,NA,string
CNAME,NOTE15,VARCHAR2,NA,NA,string
CNAME,NOTE16,VARCHAR2,NA,NA,string
CNAME,NOTE17,VARCHAR2,NA,NA,string
CNAME,NOTE18,VARCHAR2,NA,NA,string
CNAME,NOTE19,VARCHAR2,NA,NA,string
CNAME,NOTE20,VARCHAR2,NA,NA,string
CNAME,NOTE21,VARCHAR2,NA,NA,string
CNAME,NOTE22,VARCHAR2,NA,NA,string
CNAME,USER1,VARCHAR2,NA,NA,string
CNAME,USER2,VARCHAR2,NA,NA,string
CNAME,USER3,VARCHAR2,NA,NA,string
CNAME,USER4,VARCHAR2,NA,NA,string
CNAME,USER5,VARCHAR2,NA,NA,string
CNAME,USER6,VARCHAR2,NA,NA,string
CNAME,USER7,VARCHAR2,NA,NA,string
CNAME,USER8,VARCHAR2,NA,NA,string
CNAME,USER9,VARCHAR2,NA,NA,string
CNAME,USER10,VARCHAR2,NA,NA,string
CNAME,USER11,VARCHAR2,NA,NA,string
CNAME,USER12,VARCHAR2,NA,NA,string
CNAME,USER13,VARCHAR2,NA,NA,string
CNAME,USER14,VARCHAR2,NA,NA,string
CNAME,USER15,VARCHAR2,NA,NA,string
CNAME,USER16,VARCHAR2,NA,NA,string
CNAME,USER17,VARCHAR2,NA,NA,string
CNAME,USER18,VARCHAR2,NA,NA,string
CNAME,USER19,VARCHAR2,NA,NA,string
CNAME,USER20,VARCHAR2,NA,NA,string
CNAME,USER21,VARCHAR2,NA,NA,string
CNAME,USER22,VARCHAR2,NA,NA,string
CNAME,USER23,VARCHAR2,NA,NA,string
CNAME,USER24,VARCHAR2,NA,NA,string
CNAME,USER25,VARCHAR2,NA,NA,string
CNAME,USER26,VARCHAR2,NA,NA,string
CNAME,USER27,VARCHAR2,NA,NA,string
CNAME,USER28,VARCHAR2,NA,NA,string
CNAME,USER29,VARCHAR2,NA,NA,string
CNAME,USER30,VARCHAR2,NA,NA,string
CNAME,USER31,VARCHAR2,NA,NA,string
CNAME,USER32,VARCHAR2,NA,NA,string
CNAME,USER33,VARCHAR2,NA,NA,string
CNAME,USER34,VARCHAR2,NA,NA,string
CNAME,USER35,VARCHAR2,NA,NA,string
CNAME,USER36,VARCHAR2,NA,NA,string
CNAME,USER37,VARCHAR2,NA,NA,string
CNAME,USER38,VARCHAR2,NA,NA,string
CNAME,USER39,VARCHAR2,NA,NA,string
CNAME,USER40,VARCHAR2,NA,NA,string
CNAME,FEDID,VARCHAR2,NA,NA,string
CNAME,FAX,VARCHAR2,NA,NA,string
CNAME,EMAIL,VARCHAR2,NA,NA,string
CNAME,CAREOF,VARCHAR2,NA,NA,string
CNAME,SSN,VARCHAR2,NA,NA,string
CNAME,NAMEID,VARCHAR2,NA,NA,string
CNAME,NAME1_FIRSTNAME,VARCHAR2,NA,NA,string
CNAME,NAME1_LASTNAME,VARCHAR2,NA,NA,string
CNAME,NAME1_MIDDLENAME,VARCHAR2,NA,NA,string
CNAME,NAME1_PREFIX,VARCHAR2,NA,NA,string
CNAME,NAME1_SUFFIX,VARCHAR2,NA,NA,string
CNAME,NAME1_COMPANYNAME,VARCHAR2,NA,NA,string
CNAME,NAME2_FIRSTNAME,VARCHAR2,NA,NA,string
CNAME,NAME2_LASTNAME,VARCHAR2,NA,NA,string
CNAME,NAME2_MIDDLENAME,VARCHAR2,NA,NA,string
CNAME,NAME2_PREFIX,VARCHAR2,NA,NA,string
CNAME,NAME2_SUFFIX,VARCHAR2,NA,NA,string
CNAME,NAME2_COMPANYNAME,VARCHAR2,NA,NA,string
CNAME,ATTN,VARCHAR2,NA,NA,string
CNAME,FLOORNO,VARCHAR2,NA,NA,string
CNAME,DELMOD,VARCHAR2,NA,NA,string
CNAME,DELMODVAL,VARCHAR2,NA,NA,string
CNAME,SITE,VARCHAR2,NA,NA,string
CNAME,COMPARTMENT,VARCHAR2,NA,NA,string
CNAME,DELINSTALLTYPE,VARCHAR2,NA,NA,string
CNAME,DELINSTALLVAL,VARCHAR2,NA,NA,string
CNAME,ADDR4,VARCHAR2,NA,NA,string
CNAME,ADDR5,VARCHAR2,NA,NA,string
CNAME,ADRPRE,VARCHAR2,NA,NA,string
CNAME,RECTYPE,VARCHAR2,NA,NA,string
CNAME,HIDENAME,VARCHAR2,NA,NA,string
CNAME,VLDRSC,VARCHAR2,NA,NA,string
CNAME,ADDRVALID,VARCHAR2,NA,NA,string
COMDAT,JUR,VARCHAR2,NA,NA,string
COMDAT,PARID,VARCHAR2,NA,NA,string
COMDAT,CARD,NUMBER,4,0,bigint
COMDAT,TAXYR,NUMBER,4,0,bigint
COMDAT,SEQ,NUMBER,3,0,bigint
COMDAT,CUR,VARCHAR2,NA,NA,string
COMDAT,WHO,VARCHAR2,NA,NA,string
COMDAT,WEN,DATE,NA,NA,string
COMDAT,WHOCALC,VARCHAR2,NA,NA,string
COMDAT,WENCALC,DATE,NA,NA,string
COMDAT,STATUS,VARCHAR2,NA,NA,string
COMDAT,BLDNUM,VARCHAR2,NA,NA,string
COMDAT,YRBLT,NUMBER,4,0,bigint
COMDAT,EFFYR,NUMBER,4,0,bigint
COMDAT,UNITS,NUMBER,4,0,bigint
COMDAT,STRUCTURE,VARCHAR2,NA,NA,string
COMDAT,VALMETH,VARCHAR2,NA,NA,string
COMDAT,PROPRATE,VARCHAR2,NA,NA,string
COMDAT,GRADE,VARCHAR2,NA,NA,string
COMDAT,GFACT,NUMBER,3,2,double
COMDAT,USERADJ,NUMBER,6,4,double
COMDAT,NUMIDENT,NUMBER,2,0,bigint
COMDAT,IMPRNAME,VARCHAR2,NA,NA,string
COMDAT,BLDGROS_D,VARCHAR2,NA,NA,string
COMDAT,BLDGROS_V,NUMBER,10,0,bigint
COMDAT,RCN,NUMBER,10,0,bigint
COMDAT,DEPR,NUMBER,5,2,double
COMDAT,MKTADJ,NUMBER,5,2,double
COMDAT,MKTRSN,VARCHAR2,NA,NA,string
COMDAT,RCNLD,NUMBER,10,0,bigint
COMDAT,PCTCOMP,NUMBER,3,0,bigint
COMDAT,NEWCONMO,VARCHAR2,NA,NA,string
COMDAT,NEWCONPCT,NUMBER,7,6,double
COMDAT,ADJFACT,NUMBER,7,5,double
COMDAT,BLDGVAL,NUMBER,10,0,bigint
COMDAT,PARKCOVER,NUMBER,4,0,bigint
COMDAT,PARKUNCOV,NUMBER,4,0,bigint
COMDAT,NOTE1,VARCHAR2,NA,NA,string
COMDAT,NOTE2,VARCHAR2,NA,NA,string
COMDAT,CLASS,VARCHAR2,NA,NA,string
COMDAT,RECTYPE,VARCHAR2,NA,NA,string
COMDAT,AREASUM,NUMBER,10,0,bigint
COMDAT,BUSLA,NUMBER,10,0,bigint
COMDAT,CUBICFT,NUMBER,10,0,bigint
COMDAT,EXMPPCT,NUMBER,5,2,double
COMDAT,EXMPVAL,NUMBER,10,0,bigint
COMDAT,DEPRT,VARCHAR2,NA,NA,string
COMDAT,CDU,VARCHAR2,NA,NA,string
COMDAT,CONVBLDG,NUMBER,10,0,bigint
COMDAT,MSAREA,NUMBER,9,0,bigint
COMDAT,MSPERIM,NUMBER,5,0,bigint
COMDAT,USER1,VARCHAR2,NA,NA,string
COMDAT,USER2,VARCHAR2,NA,NA,string
COMDAT,USER3,VARCHAR2,NA,NA,string
COMDAT,USER4,VARCHAR2,NA,NA,string
COMDAT,USER5,VARCHAR2,NA,NA,string
COMDAT,USER6,VARCHAR2,NA,NA,string
COMDAT,USER7,VARCHAR2,NA,NA,string
COMDAT,USER8,VARCHAR2,NA,NA,string
COMDAT,USER9,VARCHAR2,NA,NA,string
COMDAT,USER10,VARCHAR2,NA,NA,string
COMDAT,USER11,VARCHAR2,NA,NA,string
COMDAT,USER12,VARCHAR2,NA,NA,string
COMDAT,USER13,VARCHAR2,NA,NA,string
COMDAT,USER14,VARCHAR2,NA,NA,string
COMDAT,USER15,VARCHAR2,NA,NA,string
COMDAT,USER16,VARCHAR2,NA,NA,string
COMDAT,USER17,VARCHAR2,NA,NA,string
COMDAT,USER18,VARCHAR2,NA,NA,string
COMDAT,USER19,VARCHAR2,NA,NA,string
COMDAT,USER20,VARCHAR2,NA,NA,string
COMDAT,CHGRSN,VARCHAR2,NA,NA,string
COMDAT,DEACTIVAT,DATE,NA,NA,string
COMDAT,SALEKEY,NUMBER,8,0,bigint
COMDAT,IASW_ID,NUMBER,NA,NA,bigint
COMDAT,TRANS_ID,NUMBER,10,0,bigint
COMDAT,UPD_STATUS,VARCHAR2,NA,NA,string
COMDAT,PRODATE,DATE,NA,NA,string
COMDAT,PROTYPE,VARCHAR2,NA,NA,string
COMDAT,PRODAMAGE,NUMBER,3,0,bigint
COMDAT,PROFACT,NUMBER,4,3,double
COMDAT,USER21,VARCHAR2,NA,NA,string
COMDAT,USER22,VARCHAR2,NA,NA,string
COMDAT,USER23,VARCHAR2,NA,NA,string
COMDAT,USER24,VARCHAR2,NA,NA,string
COMDAT,USER25,VARCHAR2,NA,NA,string
COMDAT,USER26,VARCHAR2,NA,NA,string
COMDAT,USER27,VARCHAR2,NA,NA,string
COMDAT,USER28,VARCHAR2,NA,NA,string
COMDAT,USER29,VARCHAR2,NA,NA,string
COMDAT,USER30,VARCHAR2,NA,NA,string
COMDAT,USER31,VARCHAR2,NA,NA,string
COMDAT,USER32,VARCHAR2,NA,NA,string
COMDAT,USER33,VARCHAR2,NA,NA,string
COMDAT,USER34,VARCHAR2,NA,NA,string
COMDAT,USER35,VARCHAR2,NA,NA,string
COMDAT,USER36,VARCHAR2,NA,NA,string
COMDAT,USER37,VARCHAR2,NA,NA,string
COMDAT,USER38,VARCHAR2,NA,NA,string
COMDAT,USER39,VARCHAR2,NA,NA,string
COMDAT,USER40,VARCHAR2,NA,NA,string
COMDAT,NCCALC,NUMBER,NA,NA,bigint
COMDAT,NCOVAL,NUMBER,NA,NA,bigint
COMDAT,NCVAL,NUMBER,NA,NA,bigint
COMDAT,NCTOT,NUMBER,NA,NA,bigint
COMDAT,HGA,VARCHAR2,NA,NA,string
COMDAT,RECNR,NUMBER,3,0,bigint
COMDAT,OVRRCNLD,NUMBER,10,0,bigint
COMDAT,CALCEXCLUDE,VARCHAR2,NA,NA,string
COMDAT,EXCESS,VARCHAR2,NA,NA,string
COMDAT,SUPPRESS,VARCHAR2,NA,NA,string
COMDAT,USER41,VARCHAR2,NA,NA,string
COMDAT,USER42,VARCHAR2,NA,NA,string
COMDAT,USER43,VARCHAR2,NA,NA,string
COMDAT,USER44,VARCHAR2,NA,NA,string
COMDAT,USER45,VARCHAR2,NA,NA,string
COMDAT,USER46,VARCHAR2,NA,NA,string
COMDAT,USER47,VARCHAR2,NA,NA,string
COMDAT,USER48,VARCHAR2,NA,NA,string
COMDAT,USER49,VARCHAR2,NA,NA,string
COMDAT,USER50,VARCHAR2,NA,NA,string
COMDAT,USER51,VARCHAR2,NA,NA,string
COMDAT,USER52,VARCHAR2,NA,NA,string
COMDAT,USER53,VARCHAR2,NA,NA,string
COMDAT,USER54,VARCHAR2,NA,NA,string
COMDAT,USER55,VARCHAR2,NA,NA,string
COMDAT,USER56,VARCHAR2,NA,NA,string
COMDAT,USER57,VARCHAR2,NA,NA,string
COMDAT,USER58,VARCHAR2,NA,NA,string
COMDAT,USER59,VARCHAR2,NA,NA,string
COMDAT,USER60,VARCHAR2,NA,NA,string
COMDAT,USER61,VARCHAR2,NA,NA,string
COMDAT,USER62,VARCHAR2,NA,NA,string
COMDAT,USER63,VARCHAR2,NA,NA,string
COMDAT,USER64,VARCHAR2,NA,NA,string
COMDAT,USER65,VARCHAR2,NA,NA,string
COMDAT,USERVAL1,NUMBER,NA,NA,bigint
COMDAT,USERVAL2,NUMBER,NA,NA,bigint
COMDAT,USERVAL3,NUMBER,NA,NA,bigint
COMDAT,USERVAL4,NUMBER,NA,NA,bigint
COMDAT,USERVAL5,NUMBER,NA,NA,bigint
COMDAT,BLD_MODELID,VARCHAR2,NA,NA,string
COMDAT,OVRMRAVAL,NUMBER,NA,NA,bigint
COMFEAT,JUR,VARCHAR2,NA,NA,string
COMFEAT,PARID,VARCHAR2,NA,NA,string
COMFEAT,CARD,NUMBER,4,0,bigint
COMFEAT,TAXYR,NUMBER,4,0,bigint
COMFEAT,LLINE,NUMBER,4,0,bigint
COMFEAT,SEQ,NUMBER,3,0,bigint
COMFEAT,CUR,VARCHAR2,NA,NA,string
COMFEAT,WHO,VARCHAR2,NA,NA,string
COMFEAT,WEN,DATE,NA,NA,string
COMFEAT,WHOCALC,VARCHAR2,NA,NA,string
COMFEAT,WENCALC,DATE,NA,NA,string
COMFEAT,STATUS,VARCHAR2,NA,NA,string
COMFEAT,LNUM,NUMBER,4,0,bigint
COMFEAT,STRUCT,VARCHAR2,NA,NA,string
COMFEAT,OFSIGN,VARCHAR2,NA,NA,string
COMFEAT,MEAS1,NUMBER,12,2,double
COMFEAT,MEAS2,NUMBER,12,2,double
COMFEAT,STOPS,NUMBER,2,0,bigint
COMFEAT,OFNUM,NUMBER,10,0,bigint
COMFEAT,PRICE,NUMBER,10,0,bigint
COMFEAT,AREASUM,NUMBER,10,0,bigint
COMFEAT,RECTYPE,VARCHAR2,NA,NA,string
COMFEAT,VECT,VARCHAR2,NA,NA,string
COMFEAT,CHGRSN,VARCHAR2,NA,NA,string
COMFEAT,USER1,VARCHAR2,NA,NA,string
COMFEAT,USER2,VARCHAR2,NA,NA,string
COMFEAT,USER3,VARCHAR2,NA,NA,string
COMFEAT,USER4,VARCHAR2,NA,NA,string
COMFEAT,USER5,VARCHAR2,NA,NA,string
COMFEAT,DEACTIVAT,DATE,NA,NA,string
COMFEAT,SALEKEY,NUMBER,8,0,bigint
COMFEAT,IASW_ID,NUMBER,NA,NA,bigint
COMFEAT,TRANS_ID,NUMBER,10,0,bigint
COMFEAT,UPD_STATUS,VARCHAR2,NA,NA,string
COMFEAT,VECTNOTES,VARCHAR2,NA,NA,string
COMFEAT,AREAID,NUMBER,NA,NA,bigint
COMFEAT,AREA,NUMBER,NA,NA,bigint
COMFEAT,MEAS3,NUMBER,10,0,bigint
COMFEAT,MSBSYSTEMCODE,VARCHAR2,NA,NA,string
COMFEAT,COMPPCT,NUMBER,3,0,bigint
COMFEAT,RATE,NUMBER,12,2,double
COMFEAT,RCN,NUMBER,10,0,bigint
COMFEAT,MEAS4,NUMBER,10,0,bigint
COMFEAT,MEAS5,NUMBER,10,0,bigint
COMFEAT,MEAS6,NUMBER,10,0,bigint
COMFEAT,MSRANK,NUMBER,3,2,double
COMFEAT,UNITS,NUMBER,8,2,double
COMFEAT,ALTBASEDATE,DATE,NA,NA,string
COMFEAT,RATEOVR,NUMBER,10,2,double
COMFEAT,CONVBLDG,NUMBER,10,0,bigint
COMFEAT,MEAS1_M,NUMBER,13,3,double
COMFEAT,MEAS2_M,NUMBER,13,3,double
COMFEAT,MEAS3_M,NUMBER,13,3,double
COMFEAT,MEAS4_M,NUMBER,13,3,double
COMFEAT,MEAS5_M,NUMBER,13,3,double
COMINTEXT,JUR,VARCHAR2,NA,NA,string
COMINTEXT,PARID,VARCHAR2,NA,NA,string
COMINTEXT,CARD,NUMBER,4,0,bigint
COMINTEXT,TAXYR,NUMBER,4,0,bigint
COMINTEXT,LLINE,NUMBER,4,0,bigint
COMINTEXT,SEQ,NUMBER,3,0,bigint
COMINTEXT,CUR,VARCHAR2,NA,NA,string
COMINTEXT,WHO,VARCHAR2,NA,NA,string
COMINTEXT,WEN,DATE,NA,NA,string
COMINTEXT,WHOCALC,VARCHAR2,NA,NA,string
COMINTEXT,WENCALC,DATE,NA,NA,string
COMINTEXT,STATUS,VARCHAR2,NA,NA,string
COMINTEXT,SECT,VARCHAR2,NA,NA,string
COMINTEXT,FLRFROM,VARCHAR2,NA,NA,string
COMINTEXT,FLRTO,VARCHAR2,NA,NA,string
COMINTEXT,LNGTH,NUMBER,6,2,double
COMINTEXT,WIDTH,NUMBER,5,2,double
COMINTEXT,AREA,NUMBER,9,0,bigint
COMINTEXT,PERIM,NUMBER,6,0,bigint
COMINTEXT,STORIES,NUMBER,2,0,bigint
COMINTEXT,SF,NUMBER,9,0,bigint
COMINTEXT,CUBICFT,NUMBER,10,0,bigint
COMINTEXT,USETYPE,VARCHAR2,NA,NA,string
COMINTEXT,WALLHGT,NUMBER,3,0,bigint
COMINTEXT,EXTWALL,VARCHAR2,NA,NA,string
COMINTEXT,CONSTR,VARCHAR2,NA,NA,string
COMINTEXT,INTFIN,NUMBER,3,0,bigint
COMINTEXT,INTWALL,VARCHAR2,NA,NA,string
COMINTEXT,HEAT,VARCHAR2,NA,NA,string
COMINTEXT,AIR,VARCHAR2,NA,NA,string
COMINTEXT,PLUMB,VARCHAR2,NA,NA,string
COMINTEXT,LIGHT,VARCHAR2,NA,NA,string
COMINTEXT,RATE,NUMBER,6,2,double
COMINTEXT,STORYADJ,NUMBER,5,4,double
COMINTEXT,LINEVAL,NUMBER,10,0,bigint
COMINTEXT,RCN,NUMBER,10,0,bigint
COMINTEXT,FEATVAL,NUMBER,10,0,bigint
COMINTEXT,USERADJOVR,NUMBER,6,4,double
COMINTEXT,MKTADJ,NUMBER,5,2,double
COMINTEXT,PHYCOND,VARCHAR2,NA,NA,string
COMINTEXT,FUNCTUTIL,VARCHAR2,NA,NA,string
COMINTEXT,DEPR,NUMBER,5,2,double
COMINTEXT,PCTCOMP,NUMBER,3,0,bigint
COMINTEXT,NEWCONMO,VARCHAR2,NA,NA,string
COMINTEXT,NEWCONPCT,NUMBER,7,6,double
COMINTEXT,PRICE,NUMBER,10,0,bigint
COMINTEXT,CLASS,VARCHAR2,NA,NA,string
COMINTEXT,YRBLT,NUMBER,4,0,bigint
COMINTEXT,EFFYR,NUMBER,4,0,bigint
COMINTEXT,OBSDEP,NUMBER,3,0,bigint
COMINTEXT,OBSRSN,VARCHAR2,NA,NA,string
COMINTEXT,FUNDEP,NUMBER,3,0,bigint
COMINTEXT,FUNRSN,VARCHAR2,NA,NA,string
COMINTEXT,ECNDEP,NUMBER,3,0,bigint
COMINTEXT,ECNRSN,VARCHAR2,NA,NA,string
COMINTEXT,RENTPCT,NUMBER,3,0,bigint
COMINTEXT,RENTSF,NUMBER,8,0,bigint
COMINTEXT,AREASUM,NUMBER,10,0,bigint
COMINTEXT,INCUSE,VARCHAR2,NA,NA,string
COMINTEXT,MSSECT,VARCHAR2,NA,NA,string
COMINTEXT,MSTAB,VARCHAR2,NA,NA,string
COMINTEXT,OCCUPANCY,NUMBER,3,0,bigint
COMINTEXT,SPLEVEL,VARCHAR2,NA,NA,string
COMINTEXT,MSCLASS,VARCHAR2,NA,NA,string
COMINTEXT,MSHEAT,VARCHAR2,NA,NA,string
COMINTEXT,MSUNITS,NUMBER,4,0,bigint
COMINTEXT,QUALTYPE,VARCHAR2,NA,NA,string
COMINTEXT,OVRSTORIES,NUMBER,3,0,bigint
COMINTEXT,BASERATE,NUMBER,7,2,double
COMINTEXT,ELEVRATE,NUMBER,4,2,double
COMINTEXT,HEATRATE,NUMBER,5,2,double
COMINTEXT,PARMULT,NUMBER,5,4,double
COMINTEXT,SHMULT,NUMBER,5,4,double
COMINTEXT,NSMULT,NUMBER,5,4,double
COMINTEXT,CURMULT,NUMBER,3,2,double
COMINTEXT,LOCMULT,NUMBER,3,2,double
COMINTEXT,RECTYPE,VARCHAR2,NA,NA,string
COMINTEXT,EXMPPCT,NUMBER,5,2,double
COMINTEXT,EXMPVAL,NUMBER,10,0,bigint
COMINTEXT,VECT,VARCHAR2,NA,NA,string
COMINTEXT,CHGRSN,VARCHAR2,NA,NA,string
COMINTEXT,USER1,VARCHAR2,NA,NA,string
COMINTEXT,USER2,VARCHAR2,NA,NA,string
COMINTEXT,USER3,VARCHAR2,NA,NA,string
COMINTEXT,USER4,VARCHAR2,NA,NA,string
COMINTEXT,USER5,VARCHAR2,NA,NA,string
COMINTEXT,DEACTIVAT,DATE,NA,NA,string
COMINTEXT,SALEKEY,NUMBER,8,0,bigint
COMINTEXT,IASW_ID,NUMBER,NA,NA,bigint
COMINTEXT,TRANS_ID,NUMBER,10,0,bigint
COMINTEXT,UPD_STATUS,VARCHAR2,NA,NA,string
COMINTEXT,PRODATE,DATE,NA,NA,string
COMINTEXT,PROTYPE,VARCHAR2,NA,NA,string
COMINTEXT,PRODAMAGE,NUMBER,3,0,bigint
COMINTEXT,PROFACT,NUMBER,4,3,double
COMINTEXT,VECTNOTES,VARCHAR2,NA,NA,string
COMINTEXT,AREAID,NUMBER,NA,NA,bigint
COMINTEXT,OCCUPANCYPCT,NUMBER,3,0,bigint
COMINTEXT,MSRANK,NUMBER,3,2,double
COMINTEXT,EXTWALLPCT,NUMBER,3,0,bigint
COMINTEXT,EXTWALLRATE,NUMBER,5,2,double
COMINTEXT,EXTWALLRCN,NUMBER,10,0,bigint
COMINTEXT,EXTWALLPRICE,NUMBER,10,0,bigint
COMINTEXT,MSHEATPCT,NUMBER,3,0,bigint
COMINTEXT,MSHEATRCN,NUMBER,10,0,bigint
COMINTEXT,MSHEATPRICE,NUMBER,10,0,bigint
COMINTEXT,MSSECT1,VARCHAR2,NA,NA,string
COMINTEXT,MSTAB1,VARCHAR2,NA,NA,string
COMINTEXT,OCCUPANCY1,NUMBER,3,0,bigint
COMINTEXT,OCCUPANCY1PCT,NUMBER,3,0,bigint
COMINTEXT,SPLEVEL1,VARCHAR2,NA,NA,string
COMINTEXT,MSCLASS1,VARCHAR2,NA,NA,string
COMINTEXT,MSRANK1,NUMBER,3,2,double
COMINTEXT,QUALTYPE1,VARCHAR2,NA,NA,string
COMINTEXT,EXTWALL1,VARCHAR2,NA,NA,string
COMINTEXT,EXTWALL1PCT,NUMBER,3,0,bigint
COMINTEXT,EXTWALL1RATE,NUMBER,5,2,double
COMINTEXT,EXTWALL1RCN,NUMBER,10,0,bigint
COMINTEXT,EXTWALL1PRICE,NUMBER,10,0,bigint
COMINTEXT,MSHEAT1,VARCHAR2,NA,NA,string
COMINTEXT,MSHEAT1PCT,NUMBER,3,0,bigint
COMINTEXT,HEAT1RATE,NUMBER,5,2,double
COMINTEXT,MSHEAT1RCN,NUMBER,10,0,bigint
COMINTEXT,MSHEAT1PRICE,NUMBER,10,0,bigint
COMINTEXT,BSMTSECTASSOCIATION,NUMBER,4,0,bigint
COMINTEXT,BSMTFIREPROOFFLG,VARCHAR2,NA,NA,string
COMINTEXT,NCCALC,NUMBER,NA,NA,bigint
COMINTEXT,NCOVAL,NUMBER,NA,NA,bigint
COMINTEXT,NCVAL,NUMBER,NA,NA,bigint
COMINTEXT,NCTOT,NUMBER,NA,NA,bigint
COMINTEXT,TENANTS,NUMBER,NA,NA,bigint
COMINTEXT,LODGEPCT,NUMBER,5,2,double
COMINTEXT,LODGECLASS,VARCHAR2,NA,NA,string
COMINTEXT,LUMPDEPR,NUMBER,10,0,bigint
COMINTEXT,LUMPCURE,NUMBER,10,0,bigint
COMINTEXT,DEPRT,VARCHAR2,NA,NA,string
COMINTEXT,OVRRCN,NUMBER,10,0,bigint
COMINTEXT,ALTBASEDATE,DATE,NA,NA,string
COMINTEXT,OVRRCNLD,NUMBER,10,0,bigint
COMINTEXT,ADJRCN,NUMBER,10,0,bigint
COMINTEXT,LCF,NUMBER,3,2,double
COMINTEXT,ADJRCNLD,NUMBER,10,0,bigint
COMINTEXT,CALCEXCLUDE,VARCHAR2,NA,NA,string
COMINTEXT,GRPADJ,NUMBER,10,0,bigint
COMINTEXT,EXCESS,VARCHAR2,NA,NA,string
COMINTEXT,SUPPRESS,VARCHAR2,NA,NA,string
COMINTEXT,ADJFACT,NUMBER,7,5,double
COMINTEXT,LUMPCAMOD,NUMBER,10,5,double
COMINTEXT,CONVBLDG,NUMBER,10,0,bigint
COMINTEXT,LNGTH_M,NUMBER,7,3,double
COMINTEXT,WIDTH_M,NUMBER,6,3,double
COMINTEXT,WALLHGT_M,NUMBER,6,3,double
COMINTEXT,PERIM_M,NUMBER,9,3,double
COMINTEXT,AREA_SQM,NUMBER,11,3,double
COMNT,JUR,VARCHAR2,NA,NA,string
COMNT,PARID,VARCHAR2,NA,NA,string
COMNT,COMNTNO,NUMBER,10,2,double
COMNT,CODE,VARCHAR2,NA,NA,string
COMNT,COMNTSTAT,VARCHAR2,NA,NA,string
COMNT,COMNT,VARCHAR2,NA,NA,string
COMNT,WHO,VARCHAR2,NA,NA,string
COMNT,WEN,DATE,NA,NA,string
COMNT,STATUS,VARCHAR2,NA,NA,string
COMNT,IASW_ID,NUMBER,NA,NA,bigint
COMNT,TRANS_ID,NUMBER,10,0,bigint
